"","id_str","text","created_at","retweet_count","in_reply_to_user_id_str","favorite_count","is_retweet","device"
"2124","756962332228612096","The Wikileaks e-mail release today was so bad to Sanders that it will make it impossible for him to support her, unless he is a fraud!",2016-07-23 16:20:58,14734,NA,36646,FALSE,"iPhone"
"2126","756883131685273605","I will bring jobs back and get wages up. People haven't had a real wage increase in almost twenty years. Clinton killed jobs!",2016-07-23 11:06:15,10316,NA,34772,FALSE,"Android"
"2128","756866912848584704","Funny that the Democrats would have their convention in Pennsylvania where her husband and her killed so many jobs. I will bring jobs back!",2016-07-23 10:01:48,9432,NA,30648,FALSE,"Android"
"2129","756864330054893568","Crooked Hillary Clinton has destroyed jobs and manufacturing in Pennsylvania. Against steelworkers and miners. Husband signed NAFTA.",2016-07-23 09:51:32,9054,NA,26638,FALSE,"Android"
"2131","756801575193042944","Pocahontas wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate. Also, Crooked Hillary hates her!",2016-07-23 05:42:10,8359,NA,27703,FALSE,"Android"
"2132","756799923648102400","Tim Kaine is, and always has been, owned by the banks. Bernie supporters are outraged, was their last choice. Bernie fought for nothing!",2016-07-23 05:35:37,10005,NA,26964,FALSE,"Android"
"2133","756798838900396032","The Bernie Sanders supporters are furious with the choice of Tim Kaine, who represents the opposite of what Bernie stands for. Philly fight?",2016-07-23 05:31:18,7467,NA,24020,FALSE,"Android"
"2134","756697615509688320","I highly recommend the just out book - THE FIELD OF FIGHT - by General Michael Flynn. How to defeat radical Islam.",2016-07-22 22:49:04,8146,NA,21840,FALSE,"Android"
"2136","756625700539465728","Another attack, this time in Germany. Many killed. God bless the people of Munich.",2016-07-22 18:03:19,11083,NA,39750,FALSE,"Android"
"2137","756490485116575744","One of the best produced, including the incredible stage &amp; set, in the history of conventions. Great unity! Big T.V. ratings! @KarlRove",2016-07-22 09:06:01,5643,NA,25531,FALSE,"Android"
"2138","756477153986895872","Thank you Cleveland. We love you and will be back many times!",2016-07-22 08:13:02,5956,NA,27917,FALSE,"Android"
"2139","756475847004057601","What a great four days in Cleveland. So proud of the great job done by the RNC and all. The police and Secret Service were fantastic!",2016-07-22 08:07:51,8529,NA,40066,FALSE,"Android"
"2140","756355884956127232","MAKE AMERICA SAFE AND GREAT AGAIN! #RNCinCLE
https://t.co/KH2ZFHUHGP",2016-07-22 00:11:10,10016,NA,30702,FALSE,"iPhone"
"2141","756338260230623232","FORMAL ACCEPTANCE OF THE NOMINATION! #TrumpPence16 https://t.co/E6ZtVjSQZa",2016-07-21 23:01:07,15134,NA,51490,FALSE,"iPhone"
"2145","756129793054220288","Ted Cruz talks about the Constitution but doesn't say that if the Dems win the Presidency, the new JUSTICES appointed will destroy us all!",2016-07-21 09:12:45,10654,NA,32372,FALSE,"Android"
"2146","756105919470116864","I am soooo proud of my children, Don, Eric and Tiffany - their speeches, under enormous pressure, were incredible. Ivanka intros me tonight!",2016-07-21 07:37:53,8125,NA,43268,FALSE,"Android"
"2147","755975695940001792","MAKE AMERICA GREAT AGAIN! https://t.co/qL9rjb7OsD",2016-07-20 23:00:25,8684,NA,25376,FALSE,"iPhone"
"2148","755974701172817920","Arena was packed, totally electric!",2016-07-20 22:56:28,4169,NA,21996,FALSE,"Android"
"2149","755973944054681600",".@mike_pence was fantastic tonight. Will be a great V.P.",2016-07-20 22:53:28,6065,NA,28177,FALSE,"Android"
"2150","755972980069376000","Our next Vice President of the United States of America, Gov. @Mike_Pence!
#GOPinCLE #GOPConvention
#AmericaFirst https://t.co/TZT3XcKp1c",2016-07-20 22:49:38,7156,NA,25837,FALSE,"iPhone"
"2151","755972015249645568","Wow, Ted Cruz got booed off the stage, didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!",2016-07-20 22:45:48,20980,NA,70468,FALSE,"Android"
"2152","755954295728541696","Great job @EricTrump! Proud of you! 
#AmericaFirst #RNCinCLE
https://t.co/EE7C6XKDkt https://t.co/946U6bgREQ",2016-07-20 21:35:23,12161,NA,39730,FALSE,"iPhone"
"2153","755936439993589761","Thank you to Governor @ScottWalker for such warm support. Great speech!",2016-07-20 20:24:26,4361,NA,19558,FALSE,"Android"
"2155","755912497643806720","Watching the #GOPConvention
#AmericaFirst #RNCinCLE",2016-07-20 18:49:18,2800,NA,12562,FALSE,"iPhone"
"2156","755836720197795840","John Kasich was never asked by me to be V.P. Just arrived in Cleveland - will be a great two days!",2016-07-20 13:48:11,4997,NA,19922,FALSE,"Android"
"2157","755810077307727872","STATEMENT ON MELANIA SPEECH
https://t.co/uzBOm21Pug",2016-07-20 12:02:19,6419,NA,18696,FALSE,"iPhone"
"2158","755747074939949056","In November, I think the people of Ohio will remember that the Republicans picked Cleveland instead of going to another state. Jobs!",2016-07-20 07:51:58,5796,NA,25013,FALSE,"Android"
"2160","755708398537154560","Congratulations to my children, Don and Tiffany, on having done a fantastic job last night. I am very proud of you!",2016-07-20 05:18:17,6534,NA,37672,FALSE,"Android"
"2163","755502053003190273","#MakeAmericaWorkAgain 
#TrumpPence16 #RNCinCLE 
https://t.co/bsUp4MSysD https://t.co/mYBjp03XYf",2016-07-19 15:38:20,8033,NA,21054,FALSE,"iPhone"
"2166","755195907658883072","Will be on @OreillyFactor tonight at 8:30pm @FoxNews- prior to Melania's speech at the #GOPConvention. Tune in- she will do great! #RNCinCLE",2016-07-18 19:21:49,2914,NA,14390,FALSE,"iPhone"
"2167","755176368783187969","#MakeAmericaSafeAgain!
#GOPConvention #RNCinCLE 
https://t.co/QniZIsGrG8 https://t.co/Kvq6r6WkQ1",2016-07-18 18:04:11,7963,NA,20422,FALSE,"iPhone"
"2169","755142098190475265",".@CNN is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!",2016-07-18 15:48:00,8285,NA,29909,FALSE,"Android"
"2170","755087399286411266","Thank you Mahoning County, Ohio! See you soon! #MakeAmericaSafeAgain 
https://t.co/TNJMUKImpK https://t.co/iFdqRvaL3q",2016-07-18 12:10:39,4977,NA,15325,FALSE,"iPhone"
"2171","754789482621243392","President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!",2016-07-17 16:26:50,12512,NA,39837,FALSE,"Android"
"2172","754788362368741376","Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!",2016-07-17 16:22:23,15179,NA,42940,FALSE,"Android"
"2174","754744188856565760","We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching",2016-07-17 13:26:51,36051,NA,86985,FALSE,"Android"
"2177","754662980164386816",".@FoxNews is much better, and far more truthful, than @CNN, which is all negative. Guests are stacked for Crooked Hillary! I don't watch.",2016-07-17 08:04:10,5488,NA,20103,FALSE,"Android"
"2178","754652888752910336","If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H",2016-07-17 07:24:04,6003,NA,21592,FALSE,"Android"
"2179","754650547932758016","I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",2016-07-17 07:14:46,7073,NA,23395,FALSE,"Android"
"2180","754648419151511552","It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!",2016-07-17 07:06:18,6257,NA,21515,FALSE,"Android"
"2183","754530019200884737","Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over",2016-07-16 23:15:49,5613,NA,20123,FALSE,"Android"
"2185","754514805264973824","Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!",2016-07-16 22:15:22,6339,NA,20895,FALSE,"Android"
"2186","754348235951661056","Thank you! #TrumpPence16 https://t.co/RHprMCsGT6",2016-07-16 11:13:29,10303,NA,36108,FALSE,"iPhone"
"2188","754304371186405376","Very sad that a person who has made so many mistakes, Crooked Hillary Clinton, can put out such false and vicious ads with her phony money!",2016-07-16 08:19:11,7103,NA,23083,FALSE,"Android"
"2189","754303051389861888","Crooked Hillary, who embarrassed herself and the country with her e-mail lies, has been a DISASTER on foreign policy. Look what's happening!",2016-07-16 08:13:56,8136,NA,25486,FALSE,"Android"
"2192","754136526087487488","Look forward to Governor Mike Pence V.P. introduction tomorrow in New York City.",2016-07-15 21:12:13,5703,NA,25049,FALSE,"Android"
"2194","753962659293396992","Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O &amp; Hillary!",2016-07-15 09:41:20,10987,NA,31808,FALSE,"Android"
"2195","753960134422900736","#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!",2016-07-15 09:31:18,10870,NA,35647,FALSE,"Android"
"2196","753750790590828544","My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!",2016-07-14 19:39:27,15942,NA,51035,FALSE,"iPhone"
"2198","753720863606775809","Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",2016-07-14 17:40:31,24772,NA,56414,FALSE,"Android"
"2199","753641197588152320","I employ many people in the State of Virginia - JOBS, JOBS, JOBS! Crooked Hillary will sell us out, just like her husband did with NAFTA.",2016-07-14 12:23:58,7394,NA,23805,FALSE,"iPhone"
"2201","753580257895211008","Great new poll- thank you America!
#Trump2016 #ImWithYou https://t.co/aVH9c5QRwc",2016-07-14 08:21:48,7428,NA,23288,FALSE,"iPhone"
"2202","753398572515725312","I will be making the announcement of my Vice Presidential pick on Friday at 11am in Manhattan. Details to follow.",2016-07-13 20:19:51,15772,NA,44596,FALSE,"iPhone"
"2203","753355507721646080","If I win the Presidency, we will swamp Justice Ginsburg with real judges and real legal opinions!",2016-07-13 17:28:44,8126,NA,26131,FALSE,"iPhone"
"2204","753355262363181056","Even the @NYTimes and @WashingtonPost Editorial Boards condemned Justice Ginsburg for her ethical and legal breach. What was she thinking?",2016-07-13 17:27:45,5386,NA,17798,FALSE,"iPhone"
"2205","753354905897668608","Is Supreme Court Justice Ruth Bader Ginsburg going to apologize to me for her misconduct? Big mistake by an incompetent judge!",2016-07-13 17:26:20,5629,NA,20870,FALSE,"iPhone"
"2206","753354233311731712","On my way to San Diego to raise money for the Republican Party. I am spending a lot myself and also helping others.",2016-07-13 17:23:40,4060,NA,16750,FALSE,"iPhone"
"2207","753353898472017920","Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.",2016-07-13 17:22:20,8051,NA,24455,FALSE,"iPhone"
"2211","753349629870084096","The Republican platform is most 
pro-Israel of all time!",2016-07-13 17:05:22,4463,NA,14900,FALSE,"iPhone"
"2212","753347448743964672","New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!",2016-07-13 16:56:42,5939,NA,17974,FALSE,"iPhone"
"2213","753338900647665664","#CrookedHillary is outspending me by a combined 31 to 1 in Florida, Ohio, &amp; Pennsylvania. I haven't started yet! https://t.co/BcoPrwqFMe",2016-07-13 16:22:44,7920,NA,21581,FALSE,"iPhone"
"2214","753209883202351104","Thank you Florida, Ohio, and Pennsylvania! #CrookedHillary is not qualified. #ImWithYou https://t.co/M1yzgyeEdY",2016-07-13 07:50:04,11373,NA,29429,FALSE,"iPhone"
"2215","753205648154767360","Thank you! #ImWithYou https://t.co/6XkUQ0W4QS",2016-07-13 07:33:15,6361,NA,18878,FALSE,"iPhone"
"2216","753090242203283457","Justice Ginsburg of the U.S. Supreme Court has embarrassed all by making very dumb political statements about me. Her mind is shot - resign!",2016-07-12 23:54:40,11310,NA,34875,FALSE,"Android"
"2217","753063644578144260","THANK YOU INDIANA! #Trump2016 https://t.co/Jmkah9wGaA",2016-07-12 22:08:58,5609,NA,19186,FALSE,"iPhone"
"2218","752990888171831296","Thank you Iowa- see you soon!
#Trump2016 #ImWithYou 
https://t.co/gva0MbgnuO https://t.co/PE1jdqZysc",2016-07-12 17:19:52,5597,NA,16355,FALSE,"iPhone"
"2219","752985826993332224","I will be interviewed by @oreillyfactor tonight on @FoxNews at 8pm. Enjoy!",2016-07-12 16:59:45,2847,NA,11258,FALSE,"iPhone"
"2221","752911479251296258","To all the Bernie voters who want to stop bad trade deals &amp; global special interests, we welcome you with open arms. People first.",2016-07-12 12:04:19,13800,NA,35932,FALSE,"iPhone"
"2223","752910855939952640","Bernie Sanders endorsing Crooked Hillary Clinton is like Occupy Wall Street endorsing Goldman Sachs.",2016-07-12 12:01:51,36168,NA,53157,FALSE,"iPhone"
"2224","752906803810279424","#CrookedHillary is not qualified!
https://t.co/6qi7KTW43O",2016-07-12 11:45:45,12693,NA,23691,FALSE,"iPhone"
"2225","752860045084241920","I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!",2016-07-12 08:39:56,13353,NA,37635,FALSE,"Android"
"2226","752859250628648962","Bernie Sanders, who has lost most of his leverage, has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!",2016-07-12 08:36:47,10572,NA,30480,FALSE,"Android"
"2227","752849315094298624","This election is a choice between law, order &amp; safety - or chaos, crime &amp; violence. I will make America safe again for everyone. #ImWithYou",2016-07-12 07:57:18,10919,NA,29844,FALSE,"iPhone"
"2228","752848856317059073","For too many years, our inner cities have been left behind. I am going to deliver jobs, safety and protection for those in need.",2016-07-12 07:55:29,6666,NA,20733,FALSE,"iPhone"
"2229","752834632907943936","Crime is out of control, and rapidly getting worse. Look what is going on in Chicago and our inner cities. Not good!",2016-07-12 06:58:58,6309,NA,20791,FALSE,"Android"
"2231","752667913820209152","Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..https://t.co/qVwfjgCHU7",2016-07-11 19:56:29,5205,NA,14018,FALSE,"iPhone"
"2232","752628125389955073","Speech on Veterans' Reform:
https://t.co/XB7RMwesMK",2016-07-11 17:18:22,3407,NA,9550,FALSE,"iPhone"
"2233","752618593196597248","Great poll- Florida! Thank you! https://t.co/4FuPpL5WOM",2016-07-11 16:40:30,8661,NA,25203,FALSE,"iPhone"
"2236","752215352122208256","I heard that the underachieving John King of @CNN on Inside Politics was one hour of lies. Happily, few people are watching - dead network!",2016-07-10 13:58:10,6468,NA,22562,FALSE,"Android"
"2237","752211419634933760","The media is so dishonest. If I make a statement, they twist it and turn it to make it sound bad or foolish.They think the public is stupid!",2016-07-10 13:42:32,14239,NA,44036,FALSE,"Android"
"2238","752207752852832256","President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!",2016-07-10 13:27:58,11731,NA,34687,FALSE,"Android"
"2239","752110630031749120","Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!",2016-07-10 07:02:02,18701,NA,55201,FALSE,"Android"
"2240","751889266934964224","New poll - thank you! #Trump2016
https://t.co/Mi87Vmw06H https://t.co/WmqvcYG4r3",2016-07-09 16:22:25,9010,NA,23710,FALSE,"iPhone"
"2241","751797800690708480","Way to go @serenawilliams  - you are a true champion. Proud of you!",2016-07-09 10:18:58,5601,NA,24636,FALSE,"Android"
"2242","751558217075945476","MAKE AMERICA SAFE AGAIN!
https://t.co/m0AJWlV8nm https://t.co/P0GleHEmJy",2016-07-08 18:26:56,14333,NA,38652,FALSE,"iPhone"
"2245","751405672877744128","Last night's horrific execution-style shootings of 12 Dallas law enforcement officers...https://t.co/mwzYU98yTt",2016-07-08 08:20:47,7237,NA,19359,FALSE,"iPhone"
"2247","751232353129955328","After today, Crooked Hillary can officially be called Lyin' Crooked Hillary.",2016-07-07 20:52:04,19665,NA,53961,FALSE,"Android"
"2249","751145333107879936","#MakeAmericaGreatAgain  https://t.co/fxlVgfAA1l",2016-07-07 15:06:17,6479,NA,18093,FALSE,"iPhone"
"2251","751115433273688064","Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!",2016-07-07 13:07:28,6801,NA,27028,FALSE,"Android"
"2254","750811268219543552","To all of my twitter followers, please contribute whatever you can to the campaign. We must beat Crooked Hillary. https://t.co/Xv8Q1GuWiH",2016-07-06 16:58:50,9615,NA,24409,FALSE,"iPhone"
"2255","750692436687585280","I have over seven million hits on social media re Crooked Hillary Clinton. Check it out Sleepy Eyes, @MarkHalperin @NBCPolitics",2016-07-06 09:06:38,5014,NA,16589,FALSE,"Android"
"2256","750691056551878656","Sleepy eyes Chuck Todd, a man with so little touch for politics, is at it again.He could not have watched my standing ovation speech in N.C.",2016-07-06 09:01:09,4224,NA,15070,FALSE,"Android"
"2257","750681915565477888","Even the once great Caesars is bankrupt in A.C. Others to follow. Ask the Democrat City Council what happened to Atlantic City.",2016-07-06 08:24:50,4934,NA,14681,FALSE,"Android"
"2260","750668480559607808","Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch, her time will come!",2016-07-06 07:31:27,10376,NA,28329,FALSE,"Android"
"2261","750663349025767424","The rigged system may have helped Hillary Clinton escape criminal charges, but...https://t.co/KO64IAMDgj https://t.co/8CBSfNpl2l",2016-07-06 07:11:03,7099,NA,16142,FALSE,"iPhone"
"2262","750650894040064000","Crooked Hillary has once again been proven to be a person who is dishonest, incompetent and of very bad judgement.",2016-07-06 06:21:34,8445,NA,24447,FALSE,"Android"
"2263","750648675186147328","Crooked Hillary Clinton and her team ""were extremely careless in their handling of very sensitive, highly classified information."" Not fit!",2016-07-06 06:12:45,7802,NA,23041,FALSE,"Android"
"2264","750548959240843265","Crooked Hillary Clinton is unfit to serve as President of the U.S. Her temperament is weak and her opponents are strong. BAD JUDGEMENT!",2016-07-05 23:36:31,8388,NA,26365,FALSE,"Android"
"2266","750545570293506048","Raised a lot of money for the Republican Party. There will be a big gasp when the figures are announced in the morning. Lots of support! Win",2016-07-05 23:23:03,6073,NA,25238,FALSE,"Android"
"2270","750286846534582272","Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!",2016-07-05 06:14:58,14660,NA,38176,FALSE,"Android"
"2272","750094399456026624","Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?",2016-07-04 17:30:15,21965,NA,56036,FALSE,"Android"
"2274","749987869452828672","Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33,000 missing e-mails?",2016-07-04 10:26:56,10675,NA,28516,FALSE,"Android"
"2278","749965127278034944","Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd, the end result was solid!",2016-07-04 08:56:34,3453,NA,13674,FALSE,"Android"
"2279","749961528422625281","Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star, or plain star!",2016-07-04 08:42:16,7368,NA,24255,FALSE,"Android"
"2280","749959090210832386","Happy 4th of July! #Trump2016 #AmericaFirst https://t.co/Ndb3AQrLtY https://t.co/YhHyQjwJW6",2016-07-04 08:32:35,7751,NA,20511,FALSE,"iPhone"
"2281","749935837748596736","Crooked Hillary will NEVER be able to handle the complexities and danger of ISIS - it will just go on forever. We need change!",2016-07-04 07:00:11,6654,NA,19947,FALSE,"Android"
"2283","749929565661884417","In Bangladesh, hostages were immediately killed by ISIS terrorists if they were unable to cite a verse from the Koran. 20 were killed!",2016-07-04 06:35:16,5705,NA,14309,FALSE,"Android"
"2284","749721116911034368","I believe that Crooked Hillary sent Bill to have the meeting with the U.S.A.G. So Bill is not in trouble with H except that he got caught!",2016-07-03 16:46:58,6384,NA,20317,FALSE,"Android"
"2285","749720224220475393","The SECRET meeting between Bill Clinton and the U.S.A.G. in back of closed plane was heightened with FBI shouting ""go away, no pictures.""",2016-07-03 16:43:25,8198,NA,22232,FALSE,"Android"
"2286","749718947973529600","Does anybody really believe that Bill Clinton and the U.S.A.G. talked only about ""grandkids"" and golf for 37 minutes in plane on tarmac?",2016-07-03 16:38:20,7838,NA,22142,FALSE,"Android"
"2287","749706242579247105","On Saturday a great man, Elie Wiesel, passed away.The world is a better place because of him and his belief that good can triumph over evil!",2016-07-03 15:47:51,5609,NA,21129,FALSE,"Android"
"2288","749699315367612416","Crooked Hillary Clinton knew that her husband wanted to meet with the U.S.A.G. to work out a deal. The system is totally rigged &amp; corrupt!",2016-07-03 15:20:20,8721,NA,24353,FALSE,"Android"
"2289","749698321074180096","Only a fool would believe that the meeting between Bill Clinton and the U.S.A.G. was not arranged or that Crooked Hillary did not know.",2016-07-03 15:16:23,9361,NA,26988,FALSE,"Android"
"2290","749659173353299968","Just watched @meetthepress and how totally biased against me Chuck Todd, and the entire show, is against me.The good news-the people get it!",2016-07-03 12:40:49,5810,NA,19956,FALSE,"Android"
"2292","749341789102960640","It is impossible for the FBI not to recommend criminal charges against Hillary Clinton. What she did was wrong! What Bill did was stupid!",2016-07-02 15:39:39,12848,NA,35934,FALSE,"Android"
"2293","749264697233383424","Thank you @greta. #ImWithYou https://t.co/SLdqNhD4Tm",2016-07-02 10:33:19,5933,NA,14494,FALSE,"iPhone"
"2294","749264383990194176","Thank you for your support!
#AmericaFirst #LeadRight2016  https://t.co/a6f6xZNrym",2016-07-02 10:32:04,2951,NA,9112,FALSE,"iPhone"
"2295","749262206672445441","Thank you! #AmericaFirst https://t.co/MYG45LxGmH",2016-07-02 10:23:25,8456,NA,23954,FALSE,"iPhone"
"2296","749261242137710592","If I become the next POTUS- they will not be ignoring! #AmericaFirst 
https://t.co/97R0cQdnGI",2016-07-02 10:19:35,4039,NA,9983,FALSE,"iPhone"
"2297","749261175968436224","Crooked Hillary -- Makes History! 
#ImWithYou #AmericaFirst https://t.co/PKQhYhMmIX",2016-07-02 10:19:19,10995,NA,25393,FALSE,"iPhone"
"2298","749240145442922496","The #2A to our Constitution is clear. The right of the people to keep &amp; bear Arms shall not be infringed upon. https://t.co/sqe12D0MBJ",2016-07-02 08:55:45,10161,NA,25599,FALSE,"iPhone"
"2300","749209816732672000","The speakers slots at the Republican Convention are totally filled, with a long waiting list of those that want to speak - Wednesday release",2016-07-02 06:55:14,4584,NA,14576,FALSE,"Android"
"2304","748966167549603840","Thank you for inviting me to the Western Conservative Summit in Colorado! #ImWithYou #WCS16 
https://t.co/lK3UW4fY2q https://t.co/QDQhRRuBbG",2016-07-01 14:47:04,4049,NA,13385,FALSE,"iPhone"
"2306","748920081942327296","These crimes won't be happening if I'm elected POTUS. Killer should have never been here. #AmericaFirst 
https://t.co/XDGKaj0ico",2016-07-01 11:43:56,6938,NA,14580,FALSE,"iPhone"
"2307","748906952713875456","Yet another terrorist attack today in Israel -- a father, shot at by a Palestinian terrorist, was killed while:
https://t.co/Cv1HzKVbiT",2016-07-01 10:51:46,4172,NA,9426,FALSE,"iPhone"
"2308","748871858553024512","Horrible killing of a 13 year old American girl at her home in Israel by a Palestinian terrorist. We must get tough. https://t.co/zauQ6kb9Hj",2016-07-01 08:32:19,5494,NA,13682,FALSE,"iPhone"
"2309","748869825208913921",".@TraceAdkins great job on FOX this morning. Keep up the good work!",2016-07-01 08:24:14,2531,NA,10328,FALSE,"iPhone"
"2310","748851849185243136","Take a look at what happened w/ Bill Clinton. The system is totally rigged. Does anybody really believe that meeting was just a coincidence?",2016-07-01 07:12:48,10665,NA,27345,FALSE,"iPhone"
"2311","748851673313873920","Bill Clinton's meeting was a total secret. Nobody was to know about it but he was caught by a local reporter.",2016-07-01 07:12:06,7841,NA,20146,FALSE,"iPhone"
"2312","748851569190318080","As Bernie Sanders said, Hillary Clinton has bad judgement. Bill's meeting was probably initiated and demanded by Hillary!",2016-07-01 07:11:41,5956,NA,18164,FALSE,"iPhone"
"2314","748599711792234496","The reason I put up approximately $50 million for my successful primary campaign is very simple, I want to MAKE AMERICA GREAT AGAIN!",2016-06-30 14:30:54,8477,NA,26983,FALSE,"iPhone"
"2315","748599572230975492","I have self funded my winning primary campaign with an approx. $50 million loan. I have totally terminated the loan!",2016-06-30 14:30:20,4998,NA,18478,FALSE,"iPhone"
"2316","748599438034206720","The very dishonest @NBCNews refuses to accept the fact that I have forgiven my $50 million loan to my campaign. Done deal!",2016-06-30 14:29:48,5291,NA,16383,FALSE,"iPhone"
"2318","748590222988947457","Why would college graduates want Crooked Hillary as their President? She will destroy them! 
https://t.co/S80xxdeHfG",2016-06-30 13:53:11,4998,NA,12052,FALSE,"iPhone"
"2320","748343042994733056","Tremendous day in Massachusetts and Maine. Thank you to everyone for making it so special!",2016-06-29 21:30:59,3325,NA,13969,FALSE,"Android"
"2321","748289375801323520","I will be on @oreillyfactor at 8:00 P.M. Enjoy!",2016-06-29 17:57:44,2425,NA,10235,FALSE,"Android"
"2323","748166232298381312","Will be in Bangor, Maine today! Join me- 4pmE at the Cross Insurance Center! https://t.co/y4n4nERPFr https://t.co/7LAPewxE05",2016-06-29 09:48:24,2734,NA,9561,FALSE,"iPhone"
"2324","748163921383723008","New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/dL5ahNcwZb",2016-06-29 09:39:13,6670,NA,21043,FALSE,"iPhone"
"2325","748163517455413248","Just watched Senator John Barrasso on @FoxNews - He was great! Thank you John.",2016-06-29 09:37:37,2654,NA,9861,FALSE,"Android"
"2326","748142709932756992","Why would the USChamber be upset by the fact that I want to negotiate better and stronger trade deals or that I want penalties for cheaters?",2016-06-29 08:14:56,6423,NA,19023,FALSE,"Android"
"2329","747874856130183168","Check it out - 2nd video on Lying Crooked Hillary is now online! Watch it here: 
https://t.co/5mtwkOvQnd 
#CrookedHillary #Trump2016",2016-06-28 14:30:35,5110,NA,10908,FALSE,"iPhone"
"2330","747424042181791744",".@CNN is all negative when it comes to me. I don't watch it anymore.",2016-06-27 08:39:12,7081,NA,23587,FALSE,"Android"
"2331","747418754255052802","The media is unrelenting. They will only go with and report a story in a negative light. I called Brexit (Hillary was wrong), watch November",2016-06-27 08:18:12,6845,NA,21912,FALSE,"Android"
"2332","747415955400196096","Crooked Hillary is wheeling out one of the least productive senators in the U.S. Senate, goofy Elizabeth Warren, who lied on heritage.",2016-06-27 08:07:04,8150,NA,25696,FALSE,"Android"
"2334","747194865633595392","Crooked Hillary Attacks Foreign Government Donations - While Ignoring Her Own: https://t.co/pr3BSHJSxL",2016-06-26 17:28:32,4306,NA,11008,FALSE,"iPhone"
"2335","747191624535511040","Crooked Hillary Clinton got Brexit wrong. I said LEAVE will win. She has no sense of markets and such bad judgement. Only a question of time",2016-06-26 17:15:40,5482,NA,17418,FALSE,"Android"
"2337","747178078682644480","People in our country want borders, and without them the old line pols like Crooked Hillary will not win. It is time for CHANGE -- and JOBS!",2016-06-26 16:21:50,6651,NA,20728,FALSE,"Android"
"2338","747105049352888320","Top 50 Facts About Crooked Hillary Clinton From Trump 'Stakes Of The Election' Address: https://t.co/lfUdXYnsgJ",2016-06-26 11:31:38,6026,NA,12279,FALSE,"iPhone"
"2339","747102432862273536","The @ABC poll sample is heavy on Democrats.  Very dishonest - why would they do that? Other polls good!",2016-06-26 11:21:15,4622,NA,14059,FALSE,"Android"
"2340","747098691492786176","Crooked Hillary just took a major ad of me playing golf at Turnberry. Shows me hitting shot, but I never did = lie! Was there to support son",2016-06-26 11:06:23,7150,NA,20819,FALSE,"Android"
"2342","747029963702996992","Crooked Hillary Clinton, who called BREXIT 100% wrong (along with Obama), is now spending Wall Street money on an ad on my correct call.",2016-06-26 06:33:17,7555,NA,21727,FALSE,"Android"
"2343","747027629652443136","George Will, one of the most overrated political pundits (who lost his way long ago), has left the Republican Party.He's made many bad calls",2016-06-26 06:24:00,5327,NA,18529,FALSE,"Android"
"2345","746895785338544128","Obama has blocked ICE officers and BP from doing their jobs. That ends when I am President!",2016-06-25 21:40:06,8185,NA,23629,FALSE,"iPhone"
